addr1,addr2,areacode,contentid,contenttypeid,firstimage,firstimage2,mapx,mapy,mlevel,tel,title,zipcode
경상북도 안동시 상아동 423,(상아동),35,2661435,12,http://tong.visitkorea.or.kr/cms/resource/46/2675646_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/2675646_image2_1.JPG,128.7709712,36.58790832,6,,낙강물길공원,36611
경상북도 구미시 남구미로,(공단동) 일대,35,1236810,12,http://tong.visitkorea.or.kr/cms/resource/15/1227915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1227915_image3_1.jpg,128.386864,36.083853,6,,낙동강,39382
경상북도 상주시 사벌국면 경천로 652,,35,126125,12,http://tong.visitkorea.or.kr/cms/resource/17/2031217_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2031217_image2_1.JPG,128.2440301,36.45828273,6,,낙동강 경천대(경천대 전망대),37128
경상북도 구미시 해평면 낙성1길 84-7,,35,1958115,12,,,128.3848581,36.20117019,6,,낙봉서원,39154
경상북도 상주시 중동면 대바위길 183-13,,35,1958119,12,,,128.2704624,36.41042757,6,,낙암서원,37245
경상북도 안동시 남후면 풍산단호로 895,,35,126995,12,http://tong.visitkorea.or.kr/cms/resource/03/178203_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/178203_image3_1.jpg,128.6324513,36.54747977,6,,낙암정,36754
경상북도 청도군 각북면 남산1길 62,,35,1958122,12,,,128.5807244,35.69576442,6,,남강서원(청도),38302
경상북도 경산시 계양동,,35,2780010,12,http://tong.visitkorea.or.kr/cms/resource/52/2795252_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2795252_image2_1.jpg,128.7467256,35.82484178,6,,남매지,
경상북도 포항시 북구 흥해읍,,35,127235,12,,,129.3495674,36.10650459,6,,남미질부성,37546
경상북도 경주시 남산순환로 341-126,(배동),35,2614490,12,http://tong.visitkorea.or.kr/cms/resource/85/2614485_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/85/2614485_image2_1.bmp,129.2217931,35.79499292,6,,남산 화강암 (경북 동해안 국가지질공원),38173
경상북도 울릉군 서면 남서리,,35,2616157,12,,,130.8249257,37.47659754,6,,남서일몰전망대,40233
경상북도 포항시 남구 대송면 남성안길 18-16,,35,127223,12,,,129.3529487,35.97357247,6,,남성재,37857
경북 울릉군 서면,남양리,35,129059,12,http://tong.visitkorea.or.kr/cms/resource/57/1893657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1893657_image3_1.jpg,130.8332614,37.46626279,6,,남양마을,"799-810,1"
경상북도 상주시 남장1길 259-22,(남장동),35,126154,12,http://tong.visitkorea.or.kr/cms/resource/94/1811294_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1811294_image3_1.jpg,128.1057293,36.43106108,6,,남장사,37163
경상북도 경산시 하양읍 남하새마을길5길 59-13,,35,1958135,12,,,128.7685747,35.88784617,6,,남호서원,38426
경상북도 영덕군 남정면 동해대로 4142,,35,127159,12,http://tong.visitkorea.or.kr/cms/resource/86/201786_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/201786_image3_1.jpg,129.3799416,36.32786619,6,,남호해수욕장,36461
경상북도 봉화군 봉화읍,(유곡리),35,228887,12,,,128.7410257,36.90575474,6,,내성유곡권충재관계유적,36241
경상북도 울릉군 울릉읍 저동리,,35,1932815,12,,,130.9140529,37.50784583,6,,내수전몽돌해변,40214
경상북도 울릉군 울릉읍 저동4길 476,,35,2616076,12,,,130.9083116,37.51262016,6,,내수전일출전망대,40214
경상북도 포항시 북구 송라면 보경로 523,,35,126042,12,http://tong.visitkorea.or.kr/cms/resource/54/1967454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1967454_image3_1.jpg,129.3192297,36.25301241,6,,내연산 군립공원,37509
경상북도 영주시 봉현면 노좌로 28,,35,1958141,12,,,128.4986588,36.79594885,6,,노계서원,36047
경상북도 청송군 청송읍 월외리,,35,2932025,12,http://tong.visitkorea.or.kr/cms/resource/38/2918238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2918238_image3_1.jpg,129.1152172,36.44083995,6,,노루용추 계곡,37424
경상북도 예천군 호명면 내신2길 301,(호명면),35,1958140,12,,,128.4413662,36.62241764,6,,노봉서원,36846
경상북도 상주시 내서면 북장리,,35,126035,12,http://tong.visitkorea.or.kr/cms/resource/62/1967462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1967462_image3_1.jpg,128.0926802,36.43866275,6,,노음산,37163
경상북도 안동시 도산면 가송길 162-133,,35,128559,12,http://tong.visitkorea.or.kr/cms/resource/76/2666776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2666776_image3_1.jpg,128.8849392,36.76390149,6,,농암종택,36603
경상북도 포항시 북구 청하면 해안로2308번길 67,,35,2770645,12,,,0,0,6,,누나서프(힐링로드),37517
경상북도 봉화군 봉성면 진의실길 6,,35,127155,12,http://tong.visitkorea.or.kr/cms/resource/32/221632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/221632_image3_1.jpg,128.8252568,36.91267222,6,,다덕약수탕,36226
경상북도 고령군 다산면 사문나루1길 17,,35,2745629,12,http://tong.visitkorea.or.kr/cms/resource/80/2746080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2746080_image2_1.jpg,128.4667587,35.81964832,6,,다산 문화공원,40102
경상북도 고령군 다산면 다산로 1244-9,,35,2766582,12,http://tong.visitkorea.or.kr/cms/resource/62/2766962_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2766962_image2_1.jpg,128.4162764,35.84492787,6,,다산딸기조합농원,40100
경상북도 경주시 강동면 단구서원길 8-1,(강동면),35,1958147,12,,,129.2459975,36.05196712,6,,단구서원,38003
경상북도 경주시 건천읍,,35,126947,12,,,129.0811554,35.79663176,6,,단석산,"780-905,1"
경상북도 의성군 단촌면 장터길 29-6,,35,2674622,12,,,128.6754734,36.42136163,6,,단촌역,37327
경상북도 청송군 청송읍 약수길 16,,35,126111,12,http://tong.visitkorea.or.kr/cms/resource/16/2703516_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2703516_image3_1.jpg,129.0836034,36.43835907,6,,달기약수탕 (청송 국가지질공원),37423
경상북도 청송군 청송읍 달기폭포길,,35,126059,12,http://tong.visitkorea.or.kr/cms/resource/66/2754766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2754766_image2_1.jpg,129.1144895,36.44077883,6,,달기폭포,37424
경상북도 의성군 사곡면 의성사곡로 1064-62,,35,2738075,12,http://tong.visitkorea.or.kr/cms/resource/48/2738348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2738348_image2_1.jpg,128.8026764,36.31042109,6,,달빛공원,37347
경상북도 포항시 남구 연일읍 달전리,,35,2614503,12,http://tong.visitkorea.or.kr/cms/resource/99/2614499_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/99/2614499_image2_1.bmp,129.2961577,36.02838186,6,,달전리 주상절리 (경북 동해안 국가지질공원),37654
경상북도 고령군 대가야읍 대가야로 1216,,35,1067369,12,http://tong.visitkorea.or.kr/cms/resource/84/2493484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2493484_image2_1.jpg,128.2596853,35.72008637,6,,대가야 역사테마관광지,40140
경상북도 고령군 대가야읍 신남로 81,,35,2732615,12,http://tong.visitkorea.or.kr/cms/resource/18/2732618_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/2732618_image2_1.JPG,128.2692652,35.7118958,6,,대가야생활촌,40140
경상북도 고령군 대가야읍 성산로 46,,35,2753886,12,http://tong.visitkorea.or.kr/cms/resource/42/2754042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2754042_image2_1.jpg,128.2872604,35.72856369,6,,대가야수목원,40134
경상북도 성주군 수륜면,,35,126941,12,http://tong.visitkorea.or.kr/cms/resource/85/1399785_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1399785_image3_1.jpg,128.2045455,35.82829812,6,,대가천계곡(무흘구곡),40064
경상북도 영덕군 차유길 12-4,,35,127711,12,http://tong.visitkorea.or.kr/cms/resource/15/2014115_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2014115_image3_1.jpg,129.4438395,36.49041285,6,,대게원조 차유어촌체험마을,36422
경상북도 의성군 다인면 대곡사길 80,,35,127360,12,http://tong.visitkorea.or.kr/cms/resource/10/2690110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2690110_image3_1.jpg,128.3771312,36.490151,6,,대곡사(의성),37301
경상북도 구미시 옥성면 산촌옥관로 691-78,,35,299984,12,http://tong.visitkorea.or.kr/cms/resource/72/1967472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1967472_image3_1.jpg,128.2420254,36.33578278,6,,대둔사(구미),39102
경상북도 칠곡군 가산면 가산로1길 272-59,(가산면),35,299983,12,http://tong.visitkorea.or.kr/cms/resource/74/1967474_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1967474_image3_1.jpg,128.5789644,36.05901215,6,,대둔사(칠곡),39853
경상북도 경산시 하양읍 대조리,,35,2780006,12,http://tong.visitkorea.or.kr/cms/resource/20/2796620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2796620_image2_1.jpg,128.7985248,35.8891438,6,,대부잠수교,
경북 경산시 하양읍 부호리 592-6,,35,2782874,12,http://tong.visitkorea.or.kr/cms/resource/70/2795270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2795270_image2_1.jpg,128.7985523,35.89855107,6,,대부잠수교해바라기밭,38428
경상북도 청도군 금천면 박곡길 590,(금천면),35,299997,12,http://tong.visitkorea.or.kr/cms/resource/81/1967481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1967481_image3_1.jpg,128.9361054,35.65628655,6,,대비사(청도),38364
경상북도 청도군 각남면 옥산길 248-170,,35,300069,12,http://tong.visitkorea.or.kr/cms/resource/88/1967488_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1967488_image3_1.jpg,128.6100355,35.5995536,6,,대산사(청도),38320
경상북도 김천시 아포읍 대성지1길 593-43,,35,2762701,12,,,128.2702233,36.12114385,6,,대성저수지,39677
경상북도 포항시 남구 운제로247번길 21,,35,2790496,12,,,129.3642868,35.966854,6,,대송한바퀴,37874
경상북도 문경시 산북면 대승사길 283,(산북면),35,126169,12,http://tong.visitkorea.or.kr/cms/resource/95/1967495_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1967495_image3_1.jpg,128.2720887,36.74989712,6,,대승사(문경),36905
경상북도 문경시 가은읍 용추길 31-35,,35,126569,12,http://tong.visitkorea.or.kr/cms/resource/31/1893631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1893631_image3_1.jpg,127.9619992,36.67095322,6,,대야산,36993
경상북도 문경시 가은읍,,35,127913,12,http://tong.visitkorea.or.kr/cms/resource/69/2367669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2367669_image3_1.jpg,127.9514866,36.65856,6,,대야산 용추계곡,36993
경상북도 청도군 청매로 117-320 대운암,,35,300080,12,,,128.7826818,35.59052168,6,,대운암(청도),38349
경상북도 청도군 화양읍 송금길 113,,35,300084,12,,,128.7197449,35.71599525,6,,대적사(청도),38323
경상북도 청송군 주왕산면 공원길 226,,35,129063,12,http://tong.visitkorea.or.kr/cms/resource/27/2702627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2702627_image3_1.jpg,129.1460269,36.39684832,6,,대전사,37437
경상북도 영덕군 영해면 공수진길 73-1,,35,128608,12,http://tong.visitkorea.or.kr/cms/resource/10/575910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/575910_image3_1.jpg,129.4288442,36.56340425,6,,대진1리 어촌체험마을,36417
경상북도 영덕군 영해면 영덕대게로 2740,,35,2773405,12,,,129.4325163,36.55842434,6,,대진항 (영덕),36417
경상북도 영덕군 영해면 영덕대게로 2840,,35,126104,12,http://tong.visitkorea.or.kr/cms/resource/65/2021965_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2021965_image3_1.jpg,129.4266916,36.56453742,6,,대진해수욕장,36417
경상북도 울진군 기성면 구산봉산로 105-2,,35,2782886,12,http://tong.visitkorea.or.kr/cms/resource/01/2794601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2794601_image2_1.jpg,129.4702541,36.76129085,6,,대풍헌,36354
경상북도 구미시 남통동,,35,2778472,12,http://tong.visitkorea.or.kr/cms/resource/08/2795308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2795308_image2_1.jpg,128.3070232,36.10934586,6,,대혜폭포,
경상북도 경주시 엑스포로 45,(신평동),35,128811,12,,,129.2917024,35.83963087,6,,더케이경주호텔 스파온천,38116
경상북도 영천시 화산면 신화로 933-16,,35,1958151,12,http://tong.visitkorea.or.kr/cms/resource/49/1958149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1958149_image2_1.jpg,128.8654504,36.05354032,6,,덕강서원,38805
경상북도 울진군 북면 덕구리,,35,129615,12,http://tong.visitkorea.or.kr/cms/resource/41/2613141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2613141_image3_1.jpg,129.2796947,37.07982572,6,,덕구계곡 (경북 동해안 국가지질공원),36307
경상북도 울진군 북면 덕구온천로 924,,35,126114,12,http://tong.visitkorea.or.kr/cms/resource/22/2395322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2395322_image2_1.jpg,129.2842332,37.07905923,6,,덕구온천스파월드,36307
경상북도 포항시 남구 장기면 읍내길13번길 47,(장기면),35,1958155,12,,,129.4931695,35.8869377,6,,덕림서원,37946
경상북도 청도군 화양읍 소라길 16-107,,35,300086,12,http://tong.visitkorea.or.kr/cms/resource/96/1967496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1967496_image3_1.jpg,128.7428224,35.65434986,6,,덕사(청도),38325
경상북도 영주시 부석면 감산길46번길 13-5,,35,1958162,12,,,128.6547379,36.93974921,6,,덕산서원(영주),36006
경상북도 포항시 북구 덕수동,(덕수동),35,126136,12,http://tong.visitkorea.or.kr/cms/resource/01/1967501_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1967501_image3_1.jpg,129.360446,36.04396187,6,,덕수공원,37703
경상북도 성주군 월항면 유월3길 29-72,,35,1958166,12,,,128.3222871,35.95861882,6,,덕암서원(성주),40039
경상북도 의성군 춘산면 옥매길 101,,35,1958169,12,,,128.8218321,36.24700088,6,,덕양서원(의성),37348
경상북도 성주군 수륜면 수륜리,,35,1958174,12,,,128.213192,35.82820106,6,,덕천서원(성주),40064
경상북도 영덕군 병곡면 고래불로,,35,129011,12,http://tong.visitkorea.or.kr/cms/resource/54/187354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/187354_image3_1.jpg,129.4233029,36.567587,6,,덕천해수욕장,36406
경상북도 영천시 북안면 신평탑골길 93-57,,35,126936,12,,,129.0226468,35.88888135,6,,도계서원,38909
경상북도 봉화군 봉화읍 사제길 12,,35,1958178,12,,,128.673796,36.88951366,6,,도계서원,36233
경상북도 포항시 남구 동해면 일월로81번길,,35,1621384,12,http://tong.visitkorea.or.kr/cms/resource/80/1615280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1615280_image3_1.jpg,129.4444096,35.99181937,6,,도구해수욕장,37925
경상북도 상주시 도남2길 91,(도남동),35,128741,12,http://tong.visitkorea.or.kr/cms/resource/44/181144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/181144_image3_1.jpg,128.2543297,36.44007944,6,,도남서원,37242
경상북도 칠곡군 동명면 한티로 260,(동명면),35,300091,12,http://tong.visitkorea.or.kr/cms/resource/02/1055002_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1055002_image3_1.jpg,128.5990258,35.98604857,6,,도덕암(칠곡),39856
경상북도 울릉군 울릉읍 도동리,,35,2614583,12,http://tong.visitkorea.or.kr/cms/resource/81/2614581_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/81/2614581_image2_1.bmp,130.9102513,37.48290416,6,,"도동 해안산책로 (울릉도,독도 국가지질공원)",40227
경상북도 울릉군 행남길 291-71 행남등대,,35,129175,12,http://tong.visitkorea.or.kr/cms/resource/38/169338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/169338_image3_1.jpg,130.9189559,37.48692333,6,,도동등대(행남등대),40221
경상북도 김천시 구성면 상좌원3길,,35,1958202,12,,,128.0332853,36.04485099,6,,도동서원(김천),39685
경상북도 울릉군 울릉읍 도동리,,35,126116,12,http://tong.visitkorea.or.kr/cms/resource/49/169649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/169649_image3_1.jpg,130.9004272,37.48241512,6,,도동약수공원,40225
경상북도 울릉군 울릉읍 도동1길,,35,128768,12,http://tong.visitkorea.or.kr/cms/resource/74/2547574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2547574_image3_1.jpg,130.9079099,37.48175424,6,,도동항,40227
경상북도 경주시 서면 도리길 35-102,,35,2756640,12,http://tong.visitkorea.or.kr/cms/resource/93/2756993_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2756993_image2_1.jpg,129.0908288,35.91854317,6,,도리마을은행나무숲,38052
경상북도 구미시 해평면 도리사로 526,,35,126156,12,http://tong.visitkorea.or.kr/cms/resource/96/1726896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1726896_image3_1.jpg,128.3997081,36.25546428,6,,도리사(구미),39105
경상북도 칠곡군 석적읍 유학로 785-66,,35,2782489,12,http://tong.visitkorea.or.kr/cms/resource/24/2795424_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2795424_image2_1.jpg,128.4835282,36.06617346,6,,도봉사,39846
경상북도 안동시 도산면 도산서원길 154,,35,126200,12,,,128.8425024,36.72704379,6,,도산서원 [유네스코 세계문화유산],36604
경상북도 안동시 도산면 온천로 570,(도산면),35,127983,12,http://tong.visitkorea.or.kr/cms/resource/69/178269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/178269_image3_1.jpg,128.8201648,36.75050179,6,,도산온천,36604
경상북도 구미시 금오산로 434-1,(남통동),35,2781614,12,http://tong.visitkorea.or.kr/cms/resource/45/2793145_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2793145_image2_1.jpg,128.2988156,36.10624051,6,,도선굴,39309
경상북도 상주시 화동면 판곡1길 37,,35,1958205,12,,,127.981163,36.41536337,6,,도안서원,37144
경상북도 고령군 쌍림면 칠등길 138,,35,1958207,12,,,128.2466949,35.71620602,6,,도암서원,40159
경상북도 포항시 북구 흥해읍 도음로 646,,35,2738044,12,http://tong.visitkorea.or.kr/cms/resource/14/2738514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2738514_image2_1.jpg,129.304361,36.080515,6,,도음산산림문화수련장,37563
경상북도 영천시 대창면 영지길 399,,35,1958212,12,,,128.9451047,35.84834282,6,,도잠서원,38913
경상북도 예천군 호명면 강변로 417,,35,1958219,12,,,128.5048541,36.65152105,6,,도정서원,36847
경상북도 울릉군 울릉읍 독도이사부길 55,,35,126106,12,http://tong.visitkorea.or.kr/cms/resource/16/2653416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2653416_image3_1.jpg,131.8692558,37.2394439,6,,독도,40240
경상북도 울릉군 울릉읍 독도이사부길 63,(울릉읍),35,129174,12,http://tong.visitkorea.or.kr/cms/resource/91/2726491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2726491_image2_1.jpg,131.8605453,37.24342104,6,,독도 등대,40240
경상북도 울릉군 울릉읍 도동리,도동 약수공원 내 위치,35,128825,12,http://tong.visitkorea.or.kr/cms/resource/45/1893645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1893645_image3_1.jpg,130.8983938,37.48849494,6,,독도전망대 케이블카,40223
경상북도 울릉군 울릉읍 독도리,,35,2614617,12,http://tong.visitkorea.or.kr/cms/resource/16/2614616_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/16/2614616_image2_1.bmp,131.8696891,37.2385079,6,,"독립문바위 (울릉도, 독도 국가지질공원)",40240
경북 성주군 가천면 금봉리,산 42-1번지 일원,35,127718,12,http://tong.visitkorea.or.kr/cms/resource/41/1399841_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1399841_image3_1.jpg,128.1270922,35.89608902,6,,독용산성,"719-881,1"
경상북도 영천시 북안면 돌할매로 484,(북안면),35,126933,12,,,129.0459239,35.93987325,6,,돌할매(영천),38906
경상북도 경주시 강동면 유금강정길 40-25,(강동면),35,1621764,12,,,129.2917617,35.99930173,6,,동강서원,38004
경상북도 구미시 3공단1로 191,(진평동),35,1119452,12,http://tong.visitkorea.or.kr/cms/resource/81/1065081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1065081_image3_1.jpg,128.4019512,36.09711566,6,,동락공원,39392
경상북도 구미시 수출대로 327-13,(임수동),35,1958224,12,http://tong.visitkorea.or.kr/cms/resource/84/2739384_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2739384_image2_1.jpg,128.3992149,36.11146954,6,,동락서원,39386
경상북도 구미시 임수동 382-2번지,,35,2733230,12,http://tong.visitkorea.or.kr/cms/resource/40/2733240_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/2733240_image2_1.JPG,128.3993261,36.11036689,6,,동락신나루,
경상북도 칠곡군 동명면 구덕길 3,,35,2738004,12,http://tong.visitkorea.or.kr/cms/resource/55/2738355_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2738355_image2_1.jpg,128.5686842,35.98091804,6,,동명지수변공원,39856
경상북도 경주시 동방동,,35,2787252,12,http://tong.visitkorea.or.kr/cms/resource/83/2792483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2792483_image2_1.jpg,129.262528,35.80964204,6,,동방역,38174
경상북도 경산시 남천면 남천로 780-15,(남천면),35,1958226,12,,,128.732228,35.78640419,6,,동산서원,38695
경상북도 예천군 예천읍 충효로 448,,35,304687,12,http://tong.visitkorea.or.kr/cms/resource/72/1958772_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1958772_image3_1.jpg,128.4643519,36.6617469,6,,동악사(예천),36819
경주시 산내면 내일리 1782-1,,35,2756754,12,http://tong.visitkorea.or.kr/cms/resource/40/2756740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2756740_image2_1.jpg,129.0476705,35.75916869,6,,동창천 청룡폭포(청룡인공폭포),
경상북도 상주시 서곡3길 173,,35,304690,12,http://tong.visitkorea.or.kr/cms/resource/06/1967506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1967506_image3_1.jpg,128.194311,36.40522676,6,,동해사(상주),37243
경상북도 포항시 북구 환호동,,35,2614509,12,http://tong.visitkorea.or.kr/cms/resource/04/2614504_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/04/2614504_image2_1.bmp,129.39687,36.06384921,6,,두호동 화석산지 (경북 동해안 국가지질공원),37612
경상북도 성주군 초전면 용성3길 25,,35,2738030,12,http://tong.visitkorea.or.kr/cms/resource/61/2738461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2738461_image2_1.jpg,128.2666202,35.94295291,6,,뒷미지수변공원(뒤미지),40019
경상북도 구미시 고아읍 들성로 174-8,,35,2757033,12,http://tong.visitkorea.or.kr/cms/resource/22/2757022_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/2757022_image2_1.JPG,128.3400161,36.15842145,6,,들성생태공원,39148
경상북도 울진군 후포면 후포리,산141-21,35,2661441,12,,,129.4652292,36.68054718,6,,등기산스카이워크,36369
경상북도 포항시 남구 지곡로 39,(한국로봇융합연구원),35,2472724,12,,,129.3267611,36.01058445,6,,로보라이프 뮤지엄,37666
경상북도 영주시 단산면 영단로,,35,127434,12,,,128.6081722,37.04924409,6,"054-638-6196, 6796",마구령/고치령,36007
경상북도 경주시 양남면 동남로 982,(양남면),35,127995,12,http://tong.visitkorea.or.kr/cms/resource/37/1885437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1885437_image3_1.jpg,129.3691861,35.68436651,6,,마우나오션리조트 블루 워터,38221
경상북도 영천시 북안면 내서로 139-14,,35,126934,12,http://tong.visitkorea.or.kr/cms/resource/56/732856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/732856_image3_1.jpg,129.0306205,35.90816821,6,,만불사(영천),38907
경상북도 청송군 백석탄로 643,,35,2932022,12,http://tong.visitkorea.or.kr/cms/resource/22/2918222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2918222_image3_1.jpg,129.0042659,36.34439603,6,,만안자암 단애,37449
경상북도 안동시 길안면 묵계하리길 42,,35,126998,12,http://tong.visitkorea.or.kr/cms/resource/36/2650436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2650436_image3_1.jpg,128.9098612,36.41046728,6,,만휴정,36735
경상북도 영천시 임고면 승마휴양림길 62-16,,35,2714276,12,,,128.9985699,36.03074818,,,말문화체험관,38819
경상북도 청송군 청송읍 월막리,183,35,129084,12,http://tong.visitkorea.or.kr/cms/resource/35/187635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/187635_image3_1.jpg,129.0581503,36.43177045,6,,망미정 우송당,37430
경상북도 울진군 근남면 산포리,,35,126219,12,http://tong.visitkorea.or.kr/cms/resource/43/183243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/183243_image3_1.jpg,129.4129252,36.96548585,6,,망양정,36337
경상북도 울진군 근남면 망양정로 1016,,35,126100,12,,,129.412514,36.96871603,6,,망양정해수욕장,36337
경상북도 경주시 포석로 682-17,(배동),35,304799,12,http://tong.visitkorea.or.kr/cms/resource/11/1967511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1967511_image3_1.jpg,129.2104606,35.80133644,6,,망월사(경주),38173
경상북도 고령군 쌍림면 송림2길 54-7,,35,1958233,12,,,128.2241838,35.68444253,6,,매림서원,40164
경상북도 칠곡군 왜관읍 매원리,일원,35,2819158,12,,,128.4310237,35.99414456,6,,매원마을,39870
경상북도 구미시 고아읍 강정4길 63-6,,35,1129226,12,http://tong.visitkorea.or.kr/cms/resource/25/2493425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2493425_image2_1.jpg,128.3624936,36.19560096,6,,매학정일원,39151
경상북도 청송군 현동면 월매리,,35,2932020,12,http://tong.visitkorea.or.kr/cms/resource/13/2918213_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/2918213_image3_1.JPG,129.0175909,36.2077618,6,,면봉산 칼데라,37458
경상북도 예천군 효자면 명봉사길 62,,35,126162,12,http://tong.visitkorea.or.kr/cms/resource/82/1958782_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1958782_image3_1.jpg,128.3763453,36.77765699,6,,명봉사(예천),36800
경상북도 안동시 풍산읍 산업단지6길 6,,35,2469089,12,,,128.5413467,36.60388274,6,,명인안동소주,36619
경상북도 안동시 옹정골길 56,,35,1958237,12,,,128.739125,36.55279228,6,,명호서원,36753
경상북도 경주시 경감로 322-33,(천군동),35,2699663,12,http://tong.visitkorea.or.kr/cms/resource/48/1854048_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1854048_image3_1.jpg,129.26686,35.84346053,6,,명활산성,38118
